timestamp,elapsed_seconds,rps,success_rate_percent,avg_latency_ms,events
1764314386.2439423,1,7994.717898786302,100.0,0.12414430066001944,
1764314387.2439506,2,8365.9301892384,100.0,0.11852726308233055,FAULT: Kill Node 1
1764314388.2439656,3,7959.880439646793,100.0,0.11795181125851732,REVIVE: Node 1
1764314389.2439706,4,8054.9596705071735,100.0,0.11387013412276681,
1764314390.2439806,5,9211.907755821765,100.0,0.10767435437433108,FAULT: Kill Node 5
1764314391.244177,6,1130.7778508784477,100.0,0.8363289499999569,REVIVE: Node 5
1764314392.5181756,7,370.48709272528663,99.57627118644068,0.8513225337206307,FAULT: Kill Node 8
1764314394.1890533,8,1.1969757007857544,50.0,2.084493637084961,REVIVE: Node 8
1764314395.6441936,10,431.5734898213278,99.84076433121018,0.8765341369969071,
1764314396.6442695,11,5554.578867893221,99.98199819981998,0.17881105871054634,FAULT: Kill Node 4
1764314397.6444392,12,1002.8297656075686,99.90029910269193,0.14112692174027233,REVIVE: Node 4
1764314398.644446,13,7699.948597297495,100.0,0.11819300713477196,FAULT: Kill Node 8
1764314399.6445763,14,7385.036880690161,100.0,0.12830421913615933,REVIVE: Node 8
1764314400.6446123,15,7869.716680712989,100.0,0.11651122130765999,
1764314401.6447966,16,8029.520179009825,100.0,0.12327128189347213,
1764314402.6448312,17,8598.702736879146,100.0,0.11499960320760294,
1764314403.6449168,18,8559.267392875185,100.0,0.11569955081583183,
1764314404.6449406,19,8846.789076111887,100.0,0.1120567591268221,FAULT: Kill Node 7
1764314405.6450577,20,6577.230046283549,100.0,0.14420471208803776,REVIVE: Node 7
1764314406.6452012,21,7350.944933688621,100.0,0.12405555577739928,
1764314407.6455142,22,8440.357800056583,99.98815586876702,0.11739910997288862,FAULT: Kill Node 3
1764314408.6457267,23,695.8521794576891,99.85632183908046,0.20947470062080473,REVIVE: Node 3
1764314409.6457725,24,7142.673034376478,99.9860002799944,0.12757583574372214,FAULT: Kill Node 8
1764314410.6460319,25,7127.151221149299,100.0,0.13234719335154974,REVIVE: Node 8
1764314411.6462018,26,6882.829970891656,100.0,0.12869678355454706,
1764314412.6462047,27,8880.974591327882,99.98874000675599,0.11182225994827001,FAULT: Kill Node 6
1764314413.6462681,28,1001.9364578490763,99.9001996007984,0.14611132844479496,REVIVE: Node 6; FAULT: Kill Node 0
1764314414.6463048,29,564.9792559610801,100.0,0.12938533209066477,REVIVE: Node 0
1764314415.6463206,30,7144.8875707197985,100.0,0.12768467795690347,
1764314416.6464586,31,7512.962877868107,100.0,0.13177449442396652,
1764314417.6465566,32,7633.25201735994,100.0,0.12982172712406503,FAULT: Kill Node 8
1764314418.6467423,33,8261.46561391038,100.0,0.1149901203449595,REVIVE: Node 8
1764314419.6468203,34,6999.45430241659,100.0,0.1312413215637207,
1764314420.6468225,35,8303.982181587306,100.0,0.11929444724654416,
1764314421.6468885,36,8067.467208762925,100.0,0.12271757106941764,
1764314422.6469274,37,9157.644113542912,100.0,0.10812035240078369,
1764314423.647017,38,7891.292582032479,100.0,0.1254756621038376,
1764314424.6470392,39,8332.815237088907,100.0,0.11889768307712288,
1764314425.6470573,40,8122.852815433986,100.0,0.12188854144738694,
1764314426.6470816,41,8308.797940876491,100.0,0.11916421125161546,
1764314427.6471715,42,8824.206846718498,99.98866855524079,0.1124659205968927,FAULT: Kill Node 7
1764314429.1355176,43,0.671886733938041,100.0,1.2996196746826172,REVIVE: Node 7; FAULT: Kill Node 4
1764314430.135554,44,8014.707639153292,100.0,0.11128201309175545,REVIVE: Node 4; FAULT: Kill Node 6
1764314431.1356027,45,7737.623662179211,100.0,0.11263589398070312,REVIVE: Node 6
1764314432.1359992,46,7065.1987186743845,100.0,0.1265804310201182,
1764314433.1360092,47,10208.897772382154,100.0,0.09689782716487855,
1764314434.1360593,48,9167.54100045917,100.0,0.10791345520585412,
1764314435.1360707,49,9947.886155477652,100.0,0.09945656911023995,
1764314436.1361504,50,9867.214255914336,99.98986623429266,0.10059654930124023,FAULT: Kill Node 7
1764314437.1361518,51,8.999987125415146,100.0,0.2250406477186415,REVIVE: Node 7
1764314438.1362114,52,7030.5809447202255,99.9857772720808,0.13021031817676432,FAULT: Kill Node 6
1764314439.1362164,53,866.9956591346642,100.0,0.11829466418273997,REVIVE: Node 6
1764314440.136345,54,7331.057903239764,99.98636115657392,0.12561459393040836,FAULT: Kill Node 4
1764314441.7832792,56,1.821566320576779,33.33333333333333,1.577456792195638,REVIVE: Node 4
1764314442.7833223,57,6460.721195569897,99.98452251973379,0.14238297764019892,FAULT: Kill Node 8
1764314444.4494777,59,1.2003682694170679,50.0,1.8540620803833008,REVIVE: Node 8
